Temperature,Energy,Magnetization
0.01,-0.3328472222222149,0.0012239583333333334
0.011491491491491491,-0.3320902777777706,-0.00043229166666666665
0.012982982982982984,-0.33308333333332607,0.0009791666666666666
0.014474474474474475,-0.3329965277777705,-0.00038541666666666667
0.015965965965965966,-0.33297916666665933,0.000515625
0.017457457457457456,-0.3330486111111038,0.001484375
0.018948948948948947,-0.3330798611111038,0.0
0.020440440440440442,-0.33303124999999273,0.00013541666666666666
0.021931931931931933,-0.333114583333326,0.00044791666666666667
0.023423423423423424,-0.3330069444444371,0.0004635416666666667
0.024914914914914918,-0.33289930555554825,0.002026041666666667
0.02640640640640641,-0.3331041666666594,-0.0005520833333333334
0.0278978978978979,-0.3330069444444371,9.895833333333333e-05
0.02938938938938939,-0.33277777777777046,0.0006145833333333333
0.03088088088088088,-0.33299999999999275,0.0003333333333333333
0.03237237237237237,-0.3328541666666594,-0.000515625
0.03386386386386386,-0.3330416666666594,0.001328125
0.035355355355355354,-0.3329409722222149,0.00018229166666666667
0.036846846846846845,-0.3330486111111038,-0.0015208333333333332
0.03833833833833834,-0.3328749999999927,0.0006927083333333334
0.039829829829829834,-0.33305902777777047,-0.00140625
0.041321321321321325,-0.33298958333332607,-0.00044791666666666667
0.042812812812812816,-0.3327777777777705,0.000515625
0.04430430430430431,-0.3327291666666594,4.6875e-05
0.0457957957957958,-0.3330416666666594,-0.0004947916666666667
0.04728728728728729,-0.3331284722222149,-0.00059375
0.04877877877877878,-0.333114583333326,-0.00013020833333333333
0.05027027027027028,-0.33281249999999274,0.0012135416666666666
0.05176176176176177,-0.33311805555554824,-0.001359375
0.05325325325325326,-0.3329027777777705,0.0004427083333333333
0.05474474474474475,-0.3325486111111038,0.0006927083333333334
0.05623623623623624,-0.33310069444443713,0.0003125
0.05772772772772773,-0.33282986111110385,0.0019114583333333334
0.05921921921921922,-0.3331493055555483,-0.000515625
0.060710710710710714,-0.3329687499999927,0.00028125
0.062202202202202204,-0.3330729166666594,0.0004895833333333333
0.0636936936936937,-0.3329687499999927,0.0003958333333333333
0.06518518518518518,-0.33315972222221496,0.00025
0.06667667667667668,-0.3330138888888816,0.00047916666666666664
0.06816816816816818,-0.3329791666666594,-0.0008020833333333334
0.06965965965965966,-0.3328888888888816,-0.000390625
0.07115115115115116,-0.33316666666665934,-0.0015052083333333334
0.07264264264264264,-0.33305902777777047,0.00032291666666666666
0.07413413413413414,-0.33308333333332607,6.770833333333333e-05
0.07562562562562562,-0.33294444444443716,-0.0005677083333333334
0.07711711711711712,-0.3329374999999927,0.000328125
0.0786086086086086,-0.33298958333332607,0.00014583333333333335
0.0801001001001001,-0.33291666666665937,-0.0008854166666666666
0.08159159159159159,-0.33296527777777046,-6.25e-05
